caseid,age,sex,sei,region,polviews,natmass
54621,42,Male,31.700001,Middle Atlantic,Liberal,About Right
54622,52,Female,26.4,Middle Atlantic,Moderate,About Right
54623,84,Female,38.400002,Middle Atlantic,Moderate,Too Much
54624,59,Female,80.900002,Middle Atlantic,Liberal,Too Little
54625,86,Female,80.900002,Middle Atlantic,Slightly Conservative,Too Little
54626,39,Male,37.299999,Middle Atlantic,Moderate,About Right
54627,31,Male,63.200001,Middle Atlantic,Conservative,About Right
54628,43,Female,29.4,Middle Atlantic,Moderate,Too Little
54629,59,Male,43.400002,Middle Atlantic,Moderate,Too Little
54630,41,Male,70.5,Middle Atlantic,Liberal,Too Much
54632,55,Male,86.599998,Middle Atlantic,Conservative,Too Much
54633,52,Female,45.200001,Middle Atlantic,Moderate,About Right
54634,66,Male,80.300003,Middle Atlantic,Slightly Liberal,Too Little
54635,80,Female,37.700001,Middle Atlantic,Liberal,Too Little
54636,59,Female,85.099998,Middle Atlantic,Slightly Conservative,Too Little
54637,41,Female,63.200001,Middle Atlantic,Slightly Liberal,About Right
54639,43,Male,93.300003,Middle Atlantic,Moderate,Too Little
54640,65,Female,27.5,New England,Slightly Liberal,About Right
54641,47,Male,32.799999,New England,Slightly Conservative,About Right
54642,46,Male,32.799999,New England,Conservative,Too Little
54643,80,Male,63.5,New England,Conservative,Too Little
54644,83,Female,38.400002,New England,Conservative,Too Little
54645,57,Male,34.200001,New England,Liberal,Too Little
54646,61,Male,92.300003,New England,Moderate,Too Little
54647,88,Female,38.400002,New England,Slightly Conservative,Too Little
54649,62,Female,38.400002,New England,Moderate,About Right
54650,60,Female,82.699997,New England,Slightly Liberal,Too Little
54651,57,Male,54.900002,New England,Liberal,About Right
54652,65,Male,47.900002,New England,Moderate,About Right
54653,49,Male,42.5,New England,Moderate,Too Little
54654,32,Male,43.400002,New England,Extremely Liberal,Too Little
54655,52,Female,63.5,New England,Liberal,Too Little
54656,85,Female,22.700001,New England,Moderate,About Right
54657,39,Male,34.200001,Middle Atlantic,Moderate,About Right
54660,52,Female,51.799999,Middle Atlantic,Moderate,About Right
54661,29,Female,82.699997,Middle Atlantic,Conservative,About Right
54663,33,Male,38.200001,Middle Atlantic,Moderate,Too Little
54664,43,Female,38.400002,Middle Atlantic,Moderate,About Right
54665,60,Male,38.200001,Middle Atlantic,Moderate,About Right
54666,45,Male,64.099998,Middle Atlantic,Slightly Conservative,Too Little
54667,63,Female,50.700001,Middle Atlantic,Liberal,Too Little
54669,43,Male,73.599998,W. Nor. Central,Extrmly Conservative,Too Much
54671,60,Female,87,W. Nor. Central,Slightly Liberal,Too Little
54672,47,Male,63.5,W. Nor. Central,Slightly Conservative,About Right
54673,28,Female,73.900002,W. Nor. Central,Slightly Conservative,Too Little
54674,25,Male,69.199997,W. Nor. Central,Slightly Conservative,Too Little
54677,26,Male,62.200001,W. Nor. Central,Moderate,Too Little
54678,56,Male,50.5,W. Nor. Central,Slightly Liberal,About Right
54679,24,Female,36.5,W. Nor. Central,Liberal,About Right
54680,41,Male,28.200001,W. Nor. Central,Moderate,Too Little
54681,69,Female,63.5,W. Nor. Central,Extremely Liberal,Too Little
54682,52,Female,38.400002,W. Nor. Central,Conservative,About Right
54683,51,Female,76.400002,W. Nor. Central,Moderate,About Right
54684,56,Female,54.200001,W. Nor. Central,Conservative,Too Much
54685,69,Male,75.199997,W. Nor. Central,Conservative,Too Much
54686,60,Female,50.5,W. Nor. Central,Slightly Conservative,Too Little
54687,67,Female,63.5,W. Nor. Central,Liberal,Too Little
54688,57,Female,85.699997,W. Nor. Central,Slightly Conservative,Too Little
54689,23,Male,38.5,W. Nor. Central,Liberal,About Right
54690,58,Male,37.299999,W. Nor. Central,Moderate,Too Little
54691,35,Female,38.900002,Mountain,Moderate,Too Little
54692,59,Female,69.699997,Mountain,Conservative,Too Much
54693,35,Female,73.199997,Mountain,Moderate,About Right
54694,39,Male,48.5,Mountain,Slightly Liberal,Too Little
54695,55,Female,50.5,Mountain,Conservative,About Right
54696,69,Male,35.099998,Mountain,Moderate,Too Little
54697,31,Female,59,Mountain,Extremely Liberal,About Right
54698,60,Female,32.400002,Mountain,Moderate,About Right
54699,38,Female,64.400002,Mountain,Moderate,Too Little
54700,48,Female,69.699997,Mountain,Liberal,About Right
54701,40,Female,80.300003,Mountain,Moderate,Too Little
54702,29,Female,29.299999,Mountain,Moderate,About Right
54704,30,Female,33.099998,Mountain,Slightly Conservative,About Right
54705,37,Female,33.299999,Mountain,Slightly Liberal,About Right
54707,30,Female,86.5,Mountain,Moderate,Too Little
54708,58,Male,84,Mountain,Slightly Liberal,Too Little
54709,41,Female,32.400002,Mountain,Liberal,About Right
54710,72,Female,32.400002,Mountain,Moderate,About Right
54711,50,Female,29.799999,Mountain,Extrmly Conservative,About Right
54712,83,Male,31.5,Mountain,Moderate,About Right
54713,82,Male,62,Mountain,Extrmly Conservative,Too Much
54714,47,Female,73.199997,W. Nor. Central,Slightly Liberal,About Right
54715,50,Female,33.099998,W. Nor. Central,Moderate,Too Little
54717,88,Male,37.299999,W. Nor. Central,Moderate,About Right
54718,59,Female,44.299999,W. Nor. Central,Moderate,About Right
54720,27,Female,29.299999,W. Nor. Central,Moderate,About Right
54723,56,Male,38.099998,W. Nor. Central,Moderate,About Right
54724,56,Male,31.4,W. Nor. Central,Moderate,About Right
54725,77,Male,32.299999,W. Nor. Central,Moderate,About Right
54726,63,Male,31.5,W. Nor. Central,Liberal,Too Little
54727,57,Female,50.700001,E. Nor. Central,Slightly Conservative,About Right
54728,72,Male,48.5,E. Nor. Central,Moderate,Too Little
54730,46,Female,27.5,E. Nor. Central,Liberal,Too Little
54731,78,Female,31.200001,E. Nor. Central,Slightly Liberal,About Right
54732,30,Female,50.5,E. Nor. Central,Conservative,About Right
54733,74,Female,38,E. Nor. Central,Moderate,About Right
54734,42,Male,66.099998,W. Nor. Central,Conservative,About Right
54735,61,Male,33.599998,W. Nor. Central,Conservative,Too Little
54737,76,Male,73.900002,W. Nor. Central,Slightly Liberal,Too Much
54738,50,Female,45.799999,W. Nor. Central,Moderate,About Right
54739,82,Male,31.5,W. Nor. Central,Moderate,Too Little
54740,47,Female,61.900002,W. Nor. Central,Conservative,About Right
54741,48,Female,31.4,W. Nor. Central,Moderate,About Right
54742,52,Male,29.200001,W. Nor. Central,Moderate,About Right
54743,75,Female,17.1,W. Nor. Central,Slightly Liberal,Too Little
54745,34,Female,50.700001,W. Nor. Central,Slightly Conservative,About Right
54746,54,Female,62.099998,W. Nor. Central,Moderate,Too Little
54747,25,Female,36.5,W. Nor. Central,Moderate,About Right
54748,39,Female,38.900002,W. Nor. Central,Moderate,About Right
54749,46,Male,28.6,W. Nor. Central,Slightly Conservative,Too Much
54751,58,Male,37.299999,W. Nor. Central,Conservative,About Right
54752,51,Female,74.400002,W. Nor. Central,Conservative,About Right
54753,50,Female,50.5,E. Nor. Central,Moderate,About Right
54754,50,Female,33.099998,E. Nor. Central,Moderate,About Right
54757,61,Female,28.4,E. Nor. Central,Moderate,About Right
54758,29,Female,38.900002,E. Nor. Central,Moderate,Too Little
54759,37,Female,35.099998,E. Nor. Central,Moderate,About Right
54760,54,Female,38.900002,E. Nor. Central,Moderate,About Right
54761,24,Male,29.200001,E. Nor. Central,Extremely Liberal,Too Much
54763,30,Male,63.5,E. Nor. Central,Conservative,Too Little
54765,19,Male,69.199997,E. Nor. Central,Moderate,About Right
54767,61,Male,45.799999,E. Nor. Central,Extrmly Conservative,About Right
54768,67,Female,31.200001,E. Nor. Central,Moderate,About Right
54769,50,Male,24.200001,E. Nor. Central,Liberal,About Right
54770,35,Female,73.300003,E. Nor. Central,Conservative,Too Much
54771,50,Male,38.099998,E. Nor. Central,Moderate,About Right
54772,41,Male,31.4,E. Nor. Central,Moderate,Too Little
54774,60,Male,37.299999,E. Nor. Central,Moderate,Too Much
54776,39,Male,50.5,E. Nor. Central,Moderate,Too Little
54777,82,Female,63.5,E. Nor. Central,Slightly Conservative,About Right
54778,43,Male,88.800003,E. Nor. Central,Slightly Liberal,Too Little
54779,73,Female,36.5,E. Nor. Central,Conservative,Too Much
54780,82,Male,84.199997,E. Nor. Central,Slightly Conservative,About Right
54781,70,Female,78.5,E. Nor. Central,Slightly Conservative,About Right
54782,46,Male,85.099998,E. Nor. Central,Slightly Conservative,Too Little
54783,89,Male,73.900002,E. Nor. Central,Conservative,About Right
54784,57,Male,63.5,E. Nor. Central,Slightly Conservative,Too Little
54785,62,Female,83.699997,E. Nor. Central,Conservative,Too Little
54786,41,Female,78.5,E. Nor. Central,Slightly Conservative,About Right
54787,57,Female,66.099998,E. Nor. Central,Slightly Conservative,Too Much
54788,76,Male,37.299999,E. Nor. Central,Moderate,About Right
54789,38,Male,63.5,E. Nor. Central,Slightly Conservative,About Right
54790,69,Male,28.6,E. Nor. Central,Slightly Conservative,About Right
54791,60,Male,29.6,E. Nor. Central,Conservative,About Right
54792,66,Male,29.200001,E. Nor. Central,Liberal,About Right
54794,35,Female,63.5,South Atlantic,Moderate,Too Little
54795,42,Male,36.900002,South Atlantic,Extrmly Conservative,Too Much
54796,37,Male,20.1,South Atlantic,Slightly Liberal,Too Little
54798,33,Male,80.900002,South Atlantic,Slightly Liberal,Too Little
54799,62,Male,31.5,South Atlantic,Extrmly Conservative,Too Much
54800,52,Male,26.6,South Atlantic,Moderate,Too Little
54801,58,Female,78.5,South Atlantic,Liberal,About Right
54802,49,Male,32.700001,South Atlantic,Extremely Liberal,About Right
54803,26,Male,33.299999,South Atlantic,Liberal,About Right
54804,47,Female,28.4,South Atlantic,Slightly Conservative,About Right
54805,32,Female,22.9,South Atlantic,Conservative,About Right
54806,42,Male,31.5,South Atlantic,Conservative,Too Little
54807,30,Female,22.5,South Atlantic,Extrmly Conservative,Too Little
54808,45,Female,22.700001,South Atlantic,Moderate,Too Little
54809,61,Female,26.4,South Atlantic,Liberal,Too Little
54810,26,Male,38.5,South Atlantic,Slightly Conservative,Too Little
54812,57,Male,26.700001,South Atlantic,Conservative,Too Little
54813,36,Male,50.700001,South Atlantic,Moderate,About Right
54814,67,Female,32,South Atlantic,Conservative,About Right
54816,42,Female,63.5,South Atlantic,Moderate,Too Much
54818,37,Male,32.299999,South Atlantic,Slightly Conservative,Too Little
54819,69,Female,30.700001,South Atlantic,Moderate,Too Little
54820,61,Male,28.4,South Atlantic,Extrmly Conservative,About Right
54821,65,Female,17.6,South Atlantic,Moderate,About Right
54823,67,Female,78.5,South Atlantic,Moderate,Too Little
54824,62,Male,49.599998,South Atlantic,Extrmly Conservative,Too Much
54825,38,Male,26.4,South Atlantic,Moderate,About Right
54826,60,Male,31.4,South Atlantic,Slightly Conservative,Too Little
54827,45,Male,17.1,South Atlantic,Liberal,About Right
54828,57,Male,49.599998,South Atlantic,Conservative,Too Much
54833,89,Male,26.700001,E. Sou. Central,Moderate,About Right
54834,62,Male,53.900002,E. Sou. Central,Liberal,Too Much
54836,29,Male,34.200001,E. Sou. Central,Moderate,Too Little
54837,40,Female,70.5,E. Sou. Central,Moderate,About Right
54839,61,Male,44.700001,E. Sou. Central,Moderate,About Right
54840,24,Male,66.099998,E. Sou. Central,Conservative,About Right
54841,67,Female,67,E. Sou. Central,Slightly Liberal,Too Little
54842,42,Male,42.200001,E. Sou. Central,Conservative,About Right
54843,54,Male,62.5,E. Sou. Central,Moderate,Too Little
54844,45,Female,61.900002,E. Sou. Central,Slightly Conservative,About Right
54845,39,Male,38.099998,E. Sou. Central,Liberal,Too Much
54846,64,Female,32.400002,E. Sou. Central,Conservative,About Right
54849,21,Male,37.599998,E. Sou. Central,Moderate,About Right
54850,37,Male,62,E. Sou. Central,Extrmly Conservative,About Right
54851,32,Female,29,E. Sou. Central,Conservative,About Right
54854,46,Male,63.5,South Atlantic,Conservative,Too Little
54856,48,Female,27.5,South Atlantic,Extremely Liberal,About Right
54857,33,Female,39,South Atlantic,Slightly Liberal,About Right
54858,54,Female,37.400002,South Atlantic,Slightly Liberal,Too Much
54859,50,Female,51.900002,South Atlantic,Moderate,Too Little
54860,39,Female,63.5,South Atlantic,Moderate,Too Little
54861,46,Female,78.5,South Atlantic,Moderate,About Right
54862,60,Female,38.900002,South Atlantic,Moderate,Too Little
54863,55,Male,26.9,W. Sou. Central,Moderate,About Right
54865,48,Female,21.200001,W. Sou. Central,Liberal,About Right
54866,30,Female,78.5,W. Sou. Central,Moderate,About Right
54867,62,Female,33.099998,W. Sou. Central,Slightly Liberal,About Right
54868,57,Female,38,W. Sou. Central,Moderate,About Right
54871,55,Female,43.700001,W. Sou. Central,Moderate,About Right
54872,69,Male,26.5,W. Sou. Central,Moderate,Too Little
54873,41,Male,65.800003,W. Sou. Central,Slightly Liberal,About Right
54874,58,Female,69.699997,W. Sou. Central,Moderate,Too Much
54875,34,Female,39.599998,W. Sou. Central,Conservative,About Right
54877,49,Male,38.099998,W. Sou. Central,Moderate,Too Little
54879,55,Male,67,W. Sou. Central,Moderate,About Right
54880,56,Female,29.200001,W. Sou. Central,Slightly Liberal,Too Little
54881,58,Female,50.5,W. Sou. Central,Moderate,Too Much
54882,63,Female,80.300003,W. Sou. Central,Slightly Conservative,Too Little
54884,74,Female,80.300003,W. Sou. Central,Conservative,About Right
54887,46,Male,65.800003,W. Sou. Central,Moderate,About Right
54888,25,Female,36.5,W. Sou. Central,Moderate,About Right
54889,20,Female,33.099998,W. Sou. Central,Moderate,About Right
54890,68,Female,17.1,W. Sou. Central,Slightly Conservative,Too Little
54892,55,Male,39.400002,W. Sou. Central,Slightly Liberal,Too Little
54896,59,Female,33.099998,W. Sou. Central,Conservative,About Right
54897,59,Female,29.299999,W. Sou. Central,Liberal,Too Little
54898,47,Female,27.5,W. Sou. Central,Conservative,Too Little
54900,59,Female,29.299999,W. Sou. Central,Moderate,Too Little
54901,22,Male,35.200001,W. Sou. Central,Moderate,Too Little
54904,65,Female,38,South Atlantic,Moderate,About Right
54906,76,Female,80.300003,South Atlantic,Conservative,Too Little
54907,70,Female,29.200001,South Atlantic,Slightly Conservative,About Right
54908,50,Male,31.5,South Atlantic,Conservative,About Right
54910,55,Male,63.5,South Atlantic,Moderate,About Right
54911,51,Male,29.200001,South Atlantic,Moderate,Too Little
54912,53,Female,31.5,South Atlantic,Conservative,About Right
54913,66,Male,69.699997,South Atlantic,Slightly Conservative,Too Little
54914,67,Female,69.699997,South Atlantic,Liberal,Too Little
54915,89,Male,50.700001,South Atlantic,Moderate,Too Little
54916,43,Female,25.5,South Atlantic,Moderate,Too Much
54917,45,Female,50.5,South Atlantic,Moderate,About Right
54918,25,Female,63.200001,South Atlantic,Liberal,Too Little
54919,38,Female,67,South Atlantic,Moderate,About Right
54920,53,Male,31.4,South Atlantic,Extrmly Conservative,Too Much
54921,54,Female,29.299999,South Atlantic,Slightly Conservative,Too Much
54922,68,Female,17.1,South Atlantic,Moderate,Too Much
54924,53,Male,31.5,South Atlantic,Conservative,About Right
54925,53,Female,26.700001,W. Sou. Central,Slightly Liberal,About Right
54926,41,Male,48.799999,W. Sou. Central,Moderate,Too Much
54927,59,Female,71.599998,W. Sou. Central,Slightly Conservative,Too Little
54928,35,Male,34.200001,W. Sou. Central,Liberal,Too Little
54929,65,Male,37.299999,W. Sou. Central,Extremely Liberal,Too Little
54930,27,Female,33.099998,W. Sou. Central,Conservative,About Right
54931,44,Female,22.5,W. Sou. Central,Moderate,About Right
54934,26,Female,33.099998,W. Sou. Central,Moderate,About Right
54935,26,Female,29.299999,W. Sou. Central,Conservative,About Right
54937,27,Female,38.5,W. Sou. Central,Moderate,Too Little
54938,27,Male,34.400002,W. Sou. Central,Moderate,Too Little
54940,29,Male,37.900002,W. Sou. Central,Slightly Conservative,About Right
54941,29,Female,29.299999,W. Sou. Central,Moderate,About Right
54943,59,Female,27.5,W. Sou. Central,Slightly Conservative,Too Little
54945,53,Female,63.5,South Atlantic,Moderate,Too Much
54946,30,Male,45.200001,South Atlantic,Slightly Liberal,About Right
54948,33,Female,50.700001,South Atlantic,Moderate,Too Little
54949,34,Female,63.5,South Atlantic,Slightly Liberal,Too Little
54950,29,Female,32.400002,South Atlantic,Slightly Conservative,About Right
54951,39,Female,29.299999,South Atlantic,Extremely Liberal,Too Little
54952,22,Female,38.900002,South Atlantic,Extremely Liberal,Too Little
54957,52,Male,63.5,South Atlantic,Moderate,Too Much
54958,59,Male,39.5,South Atlantic,Moderate,Too Much
54959,40,Male,31.5,South Atlantic,Extrmly Conservative,About Right
54960,45,Male,53.700001,South Atlantic,Slightly Conservative,Too Little
54962,62,Male,63.5,South Atlantic,Conservative,Too Much
54963,67,Male,73.900002,South Atlantic,Extrmly Conservative,Too Much
54964,35,Female,38.900002,South Atlantic,Slightly Conservative,About Right
54966,41,Male,29.200001,South Atlantic,Slightly Conservative,Too Little
54967,38,Male,50.5,W. Sou. Central,Slightly Conservative,Too Little
54968,53,Female,53.299999,W. Sou. Central,Slightly Conservative,Too Little
54969,51,Male,29.4,W. Sou. Central,Slightly Conservative,About Right
54970,27,Female,29.299999,W. Sou. Central,Liberal,About Right
54971,51,Male,63.200001,W. Sou. Central,Slightly Conservative,About Right
54972,44,Female,58.099998,W. Sou. Central,Slightly Liberal,Too Much
54973,56,Male,39,W. Sou. Central,Moderate,About Right
54974,32,Male,32.700001,W. Sou. Central,Slightly Conservative,Too Much
54975,60,Male,64.800003,W. Sou. Central,Slightly Liberal,About Right
54976,35,Female,33.099998,W. Sou. Central,Moderate,About Right
54977,49,Male,29.200001,W. Sou. Central,Moderate,Too Little
54979,75,Female,64.400002,W. Sou. Central,Moderate,Too Much
54980,37,Female,31.200001,W. Sou. Central,Slightly Liberal,About Right
54981,64,Female,73.199997,W. Sou. Central,Slightly Conservative,Too Little
54982,50,Male,31.5,W. Sou. Central,Moderate,About Right
54983,47,Male,24.6,W. Sou. Central,Moderate,About Right
54984,75,Male,56.5,E. Sou. Central,Slightly Conservative,About Right
54985,67,Male,35.099998,E. Sou. Central,Conservative,Too Little
54986,52,Female,38.400002,E. Sou. Central,Extremely Liberal,Too Little
54988,51,Female,29.5,E. Sou. Central,Conservative,About Right
54989,67,Female,71.599998,E. Sou. Central,Extrmly Conservative,About Right
54990,32,Male,64.800003,E. Sou. Central,Moderate,Too Little
54991,36,Female,65.800003,E. Sou. Central,Slightly Conservative,Too Little
54992,63,Female,48.5,E. Sou. Central,Moderate,Too Little
54993,64,Male,32.299999,E. Sou. Central,Moderate,About Right
54994,65,Male,38.099998,E. Sou. Central,Moderate,Too Much
54996,53,Female,78.5,E. Sou. Central,Moderate,About Right
54997,51,Male,28.6,E. Sou. Central,Moderate,Too Little
54998,50,Female,26.700001,E. Sou. Central,Slightly Liberal,Too Much
54999,68,Female,22.700001,E. Sou. Central,Slightly Liberal,About Right
55000,52,Male,28.6,E. Sou. Central,Moderate,Too Much
55001,58,Female,63.5,E. Sou. Central,Moderate,About Right
55002,44,Female,60.5,E. Sou. Central,Liberal,Too Little
55005,59,Female,33.099998,E. Sou. Central,Conservative,Too Little
55006,77,Male,38.799999,E. Sou. Central,Slightly Conservative,Too Little
55009,28,Female,27.700001,E. Sou. Central,Slightly Liberal,Too Little
55011,50,Male,26.700001,E. Sou. Central,Conservative,Too Much
55012,37,Female,32.400002,W. Sou. Central,Moderate,About Right
55013,52,Male,50.700001,W. Sou. Central,Extrmly Conservative,Too Much
55014,39,Female,53.700001,W. Sou. Central,Conservative,About Right
55015,67,Male,32,W. Sou. Central,Moderate,Too Much
55016,58,Female,63.5,W. Sou. Central,Moderate,About Right
55017,60,Male,29.200001,W. Sou. Central,Extrmly Conservative,About Right
55018,65,Male,52.5,W. Sou. Central,Extrmly Conservative,Too Much
55019,61,Female,73.300003,W. Sou. Central,Slightly Liberal,About Right
55020,57,Male,62.200001,W. Sou. Central,Moderate,Too Little
55021,59,Male,31.5,W. Sou. Central,Moderate,About Right
55022,26,Female,38.900002,W. Sou. Central,Extrmly Conservative,Too Much
55023,54,Male,29.5,W. Sou. Central,Moderate,About Right
55024,29,Female,62.5,W. Sou. Central,Conservative,About Right
55025,43,Female,33.099998,W. Sou. Central,Slightly Conservative,Too Little
55026,59,Male,78.5,W. Sou. Central,Extrmly Conservative,About Right
55027,83,Male,87.900002,W. Sou. Central,Conservative,Too Little
55028,66,Female,48.5,W. Sou. Central,Moderate,About Right
55029,36,Female,30.799999,South Atlantic,Slightly Conservative,Too Little
55030,25,Female,38.900002,South Atlantic,Slightly Liberal,Too Little
55031,20,Female,41.599998,South Atlantic,Moderate,About Right
55032,61,Male,37.700001,South Atlantic,Slightly Conservative,Too Little
55033,67,Female,26.4,South Atlantic,Slightly Conservative,Too Little
55034,60,Female,55.099998,South Atlantic,Moderate,About Right
55035,81,Male,44.700001,South Atlantic,Moderate,Too Little
55036,45,Female,33.099998,South Atlantic,Slightly Conservative,Too Little
55037,37,Male,63.5,South Atlantic,Moderate,About Right
55038,86,Male,38.200001,South Atlantic,Liberal,Too Little
55040,46,Female,41.599998,South Atlantic,Moderate,Too Little
55041,34,Female,38.900002,South Atlantic,Slightly Liberal,About Right
55043,70,Female,35.099998,South Atlantic,Slightly Liberal,Too Little
55044,25,Female,40,South Atlantic,Moderate,About Right
55045,52,Female,58.099998,South Atlantic,Liberal,Too Little
55046,50,Female,63.5,South Atlantic,Conservative,Too Little
55047,23,Male,83.699997,South Atlantic,Moderate,About Right
55048,46,Female,38.400002,South Atlantic,Slightly Conservative,About Right
55051,25,Male,38.5,Mountain,Conservative,About Right
55055,56,Female,78.5,Mountain,Extremely Liberal,Too Little
55056,63,Male,34.200001,Mountain,Moderate,About Right
55057,53,Female,31.200001,Mountain,Extrmly Conservative,Too Little
55058,50,Female,85.099998,Mountain,Liberal,Too Little
55059,71,Male,31.4,Mountain,Moderate,About Right
55061,19,Male,27.700001,Mountain,Liberal,Too Little
55062,44,Male,53.900002,Mountain,Slightly Liberal,Too Much
55065,30,Male,29.4,Mountain,Extrmly Conservative,About Right
55067,42,Female,37.700001,Mountain,Moderate,About Right
55068,25,Male,38.5,Mountain,Moderate,Too Little
55070,65,Male,33.900002,Mountain,Slightly Conservative,Too Little
55071,49,Female,28.4,Mountain,Moderate,About Right
55072,69,Female,26.4,Pacific,Slightly Liberal,About Right
55073,43,Female,63.5,Pacific,Moderate,Too Little
55074,36,Male,37.900002,Pacific,Conservative,Too Little
55075,34,Male,34.200001,Pacific,Slightly Liberal,About Right
55076,43,Female,60.599998,Pacific,Extremely Liberal,Too Little
55077,48,Female,38.400002,Pacific,Moderate,Too Little
55078,23,Male,28.4,Pacific,Moderate,About Right
55080,21,Female,32.400002,Pacific,Slightly Conservative,About Right
55081,70,Male,29.4,Pacific,Moderate,Too Much
55082,63,Male,32.299999,Pacific,Moderate,About Right
55083,62,Male,80,Pacific,Slightly Conservative,About Right
55084,66,Female,50.700001,Pacific,Extrmly Conservative,Too Little
55085,54,Female,65.800003,Pacific,Slightly Liberal,About Right
55086,57,Female,63.5,Pacific,Slightly Liberal,Too Little
55087,30,Male,76.300003,Pacific,Moderate,Too Much
