natmass,age,sex,sei,region,polviews
About Right,26,Male,39,Mountain,Extremely Conservative
About Right,49,Female,78.5,Middle Atlantic,Moderate
Too Little,31,Female,66.099998,Middle Atlantic,Conservative
Too Little,31,Female,50.5,E. Nor. Central,Liberal
About Right,37,Female,37.700001,Middle Atlantic,Slightly Conservative
Too Little,70,Female,76.400002,South Atlantic,Conservative
Too Much,38,Male,17.1,South Atlantic,Conservative
About Right,69,Female,51,W. Nor. Central,Moderate
Too Little,75,Female,39.400002,W. Nor. Central,Conservative
Too Little,40,Male,63.5,Pacific,Slightly Conservative
Too Little,64,Male,50.5,E. Nor. Central,Conservative
Too Little,22,Female,75.199997,W. Nor. Central,Moderate
About Right,30,Female,36.5,Middle Atlantic,Moderate
About Right,75,Male,24.799999,E. Sou. Central,Liberal
Too Little,23,Male,86.5,W. Nor. Central,Moderate
About Right,44,Male,31.4,E. Sou. Central,Moderate
Too Little,73,Female,78.5,Pacific,Conservative
Too Little,44,Female,38.400002,Middle Atlantic,Moderate
About Right,48,Female,63.5,Middle Atlantic,Moderate
Too Little,45,Female,37.299999,South Atlantic,Slightly Liberal
Too Little,62,Male,63.5,South Atlantic,Liberal
Too Little,44,Male,82.699997,New England,Moderate
About Right,34,Female,64.199997,South Atlantic,Extremely Conservative
About Right,50,Male,80.300003,Middle Atlantic,Slightly Conservative
Too Little,66,Female,30.799999,South Atlantic,Moderate
About Right,52,Male,82.699997,W. Sou. Central,Extremely Liberal
Too Much,57,Male,63.5,South Atlantic,Extremely Conservative
Too Much,49,Male,63.5,New England,Slightly Conservative
Too Much,35,Male,29.200001,E. Nor. Central,Conservative
About Right,34,Male,86.599998,E. Nor. Central,Moderate
Too Little,38,Male,62,Middle Atlantic,Moderate
Too Much,42,Male,63.5,Pacific,Conservative
Too Little,53,Female,64.199997,New England,Extremely Liberal
About Right,34,Male,50.700001,New England,Moderate
About Right,52,Female,50.700001,New England,Moderate
Too Little,45,Male,83.699997,E. Nor. Central,Conservative
Too Much,26,Female,73.300003,South Atlantic,Slightly Conservative
About Right,29,Male,35.400002,W. Sou. Central,Slightly Conservative
Too Much,49,Female,73.199997,South Atlantic,Slightly Conservative
About Right,25,Female,53.299999,E. Sou. Central,Conservative
Too Little,39,Female,68.800003,South Atlantic,Conservative
Too Little,71,Female,37.5,E. Nor. Central,Extremely Conservative
About Right,67,Male,31.5,E. Nor. Central,Slightly Conservative
Too Much,33,Female,29.4,W. Sou. Central,Moderate
About Right,48,Female,32.400002,W. Sou. Central,Slightly Conservative
About Right,31,Female,32.400002,Pacific,Slightly Liberal
Too Little,50,Male,32.299999,South Atlantic,Extremely Conservative
Too Little,24,Male,86.599998,Pacific,Liberal
Too Little,52,Male,38.700001,W. Sou. Central,Conservative
Too Little,56,Male,80.900002,Pacific,Liberal
Too Little,43,Male,53.700001,Pacific,Moderate
Too Little,67,Female,78.5,Pacific,Conservative
Too Little,34,Female,52.299999,Pacific,Conservative
Too Much,77,Female,22.5,Middle Atlantic,Conservative
Too Much,46,Male,31.4,W. Sou. Central,Slightly Conservative
About Right,41,Female,50.5,New England,Moderate
Too Little,19,Female,22.700001,E. Nor. Central,Extremely Liberal
About Right,38,Female,22.700001,E. Nor. Central,Moderate
About Right,39,Female,61.400002,E. Nor. Central,Slightly Conservative
About Right,79,Male,32.299999,W. Sou. Central,Conservative
Too Little,67,Male,68.099998,E. Sou. Central,Conservative
Too Little,67,Female,80.300003,New England,Liberal
Too Little,21,Male,32.799999,Pacific,Conservative
Too Little,34,Male,36.5,Middle Atlantic,Liberal
About Right,38,Female,26.700001,E. Nor. Central,Moderate
Too Little,35,Female,27.5,E. Nor. Central,Extremely Conservative
Too Little,33,Female,38.400002,South Atlantic,Conservative
About Right,36,Female,73.800003,E. Nor. Central,Slightly Liberal
Too Little,32,Male,43.400002,New England,Conservative
About Right,39,Male,76.300003,Pacific,Conservative
About Right,56,Female,48.599998,Middle Atlantic,Moderate
About Right,37,Female,76.400002,Pacific,Conservative
Too Much,64,Female,82.699997,E. Nor. Central,Moderate
About Right,47,Male,29.4,W. Sou. Central,Moderate
About Right,54,Male,64.099998,W. Nor. Central,Conservative
Too Little,47,Male,17.6,New England,Slightly Conservative
About Right,40,Female,29.1,Middle Atlantic,Slightly Conservative
About Right,51,Male,83.699997,Middle Atlantic,Slightly Conservative
About Right,41,Female,29.5,E. Nor. Central,Moderate
Too Little,51,Female,29.299999,E. Nor. Central,Moderate
About Right,61,Male,66.099998,Pacific,Slightly Conservative
About Right,46,Male,50.700001,South Atlantic,Moderate
About Right,41,Male,29.4,Middle Atlantic,Moderate
Too Little,67,Female,34.799999,Pacific,Liberal
Too Little,89,Female,38.900002,Pacific,Extremely Liberal
About Right,23,Female,60.599998,W. Sou. Central,Moderate
About Right,72,Male,31.5,W. Nor. Central,Liberal
About Right,49,Female,38.400002,E. Sou. Central,Slightly Liberal
Too Little,40,Female,43.700001,Pacific,Extremely Conservative
About Right,38,Female,22.5,W. Sou. Central,Slightly Conservative
Too Little,32,Female,39,Pacific,Moderate
Too Little,49,Female,33.900002,South Atlantic,Moderate
Too Little,45,Female,38.900002,Mountain,Liberal
Too Little,35,Male,31.5,South Atlantic,Moderate
About Right,26,Male,45.799999,South Atlantic,Conservative
Too Little,42,Male,28.4,Middle Atlantic,Slightly Conservative
About Right,69,Male,69.699997,South Atlantic,Conservative
About Right,44,Male,29.200001,South Atlantic,Extremely Liberal
Too Little,55,Male,73.300003,E. Nor. Central,Slightly Conservative
Too Much,29,Male,86,E. Nor. Central,Slightly Conservative
About Right,37,Male,48.5,E. Sou. Central,Moderate
About Right,22,Male,26.5,W. Sou. Central,Extremely Conservative
Too Little,52,Male,38.099998,E. Nor. Central,Moderate
About Right,25,Female,78.5,E. Nor. Central,Slightly Conservative
About Right,44,Male,63.5,W. Sou. Central,Slightly Liberal
About Right,48,Male,85.099998,Middle Atlantic,Slightly Conservative
About Right,35,Female,42.299999,Middle Atlantic,Slightly Conservative
Too Little,45,Female,33.099998,W. Nor. Central,Extremely Liberal
Too Much,49,Female,27.5,E. Nor. Central,Slightly Conservative
About Right,47,Female,62.5,Pacific,Moderate
Too Little,36,Male,43.200001,W. Nor. Central,Liberal
About Right,66,Male,64.099998,E. Nor. Central,Conservative
Too Little,66,Female,50.5,South Atlantic,Moderate
About Right,64,Male,48.900002,South Atlantic,Slightly Conservative
Too Little,41,Male,46.299999,E. Sou. Central,Conservative
About Right,52,Female,82.699997,Pacific,Liberal
Too Much,34,Female,80.900002,Middle Atlantic,Moderate
Too Little,23,Male,37.299999,South Atlantic,Moderate
About Right,32,Male,50.700001,E. Nor. Central,Moderate
About Right,40,Male,87.199997,E. Nor. Central,Slightly Conservative
About Right,26,Female,67,W. Nor. Central,Moderate
About Right,53,Female,33.099998,Middle Atlantic,Slightly Liberal
About Right,25,Male,31.5,E. Nor. Central,Slightly Conservative
About Right,47,Female,63.5,Middle Atlantic,Moderate
About Right,35,Female,25.4,E. Nor. Central,Moderate
Too Much,66,Female,52.5,South Atlantic,Extremely Conservative
About Right,45,Female,44.200001,Pacific,Slightly Liberal
Too Little,81,Female,78.5,Mountain,Moderate
About Right,28,Female,43.5,W. Nor. Central,Conservative
Too Little,67,Male,86.800003,Pacific,Extremely Conservative
Too Little,34,Female,36.400002,Pacific,Slightly Liberal
About Right,32,Male,28.6,South Atlantic,Moderate
About Right,61,Male,63.5,W. Nor. Central,Moderate
About Right,35,Female,69.199997,Middle Atlantic,Slightly Conservative
Too Little,47,Male,48.5,E. Nor. Central,Slightly Conservative
Too Little,38,Female,33.099998,South Atlantic,Moderate
Too Much,44,Female,56.599998,Middle Atlantic,Slightly Conservative
About Right,59,Female,55.099998,New England,Moderate
Too Little,67,Female,80.300003,South Atlantic,Moderate
Too Much,20,Male,33.900002,E. Nor. Central,Slightly Liberal
Too Much,89,Male,38,Pacific,Extremely Conservative
Too Little,31,Female,31.200001,E. Nor. Central,Moderate
About Right,39,Female,50.700001,Pacific,Liberal
Too Little,37,Female,28.4,South Atlantic,Extremely Liberal
About Right,50,Female,78.5,Pacific,Slightly Liberal
Too Little,67,Male,31.5,E. Nor. Central,Liberal
About Right,30,Male,97.199997,Middle Atlantic,Liberal
Too Little,38,Female,80,Pacific,Slightly Conservative
Too Little,49,Male,76.400002,Pacific,Slightly Conservative
About Right,63,Male,37.700001,E. Sou. Central,Slightly Conservative
About Right,54,Female,18.5,E. Nor. Central,Liberal
Too Little,42,Male,54.5,South Atlantic,Slightly Conservative
About Right,27,Female,33.099998,E. Nor. Central,Extremely Conservative
About Right,57,Female,28.6,W. Nor. Central,Liberal
Too Little,49,Male,32.299999,E. Nor. Central,Slightly Liberal
Too Much,73,Male,37.299999,Pacific,Moderate
Too Little,59,Male,37.400002,South Atlantic,Moderate
Too Little,33,Male,38.099998,Middle Atlantic,Slightly Conservative
About Right,60,Male,37.299999,E. Sou. Central,Moderate
About Right,43,Female,38.400002,E. Nor. Central,Slightly Liberal
About Right,37,Male,86.599998,W. Nor. Central,Slightly Conservative
About Right,45,Male,31.4,Mountain,Moderate
Too Little,57,Male,66.099998,W. Sou. Central,Moderate
Too Little,26,Female,83.699997,E. Nor. Central,Slightly Liberal
Too Little,57,Male,29.200001,Mountain,Moderate
Too Little,35,Male,80,W. Nor. Central,Slightly Conservative
About Right,41,Male,31.5,E. Sou. Central,Extremely Conservative
About Right,78,Male,36.5,W. Sou. Central,Moderate
Too Little,62,Female,38.400002,W. Nor. Central,Moderate
About Right,47,Female,26.4,Pacific,Moderate
About Right,27,Male,31.5,E. Sou. Central,Slightly Conservative
About Right,58,Male,61.099998,W. Sou. Central,Extremely Conservative
About Right,40,Female,36.200001,E. Nor. Central,Liberal
About Right,71,Female,38.400002,South Atlantic,Slightly Conservative
Too Little,51,Male,28.6,South Atlantic,Liberal
About Right,52,Male,28.6,New England,Moderate
About Right,33,Male,31.5,W. Nor. Central,Slightly Conservative
Too Little,37,Female,92.300003,Middle Atlantic,Liberal
About Right,34,Female,84,Pacific,Slightly Conservative
About Right,41,Female,38.400002,W. Sou. Central,Moderate
Too Much,38,Male,32.299999,Pacific,Liberal
About Right,31,Female,38.400002,New England,Conservative
About Right,47,Male,63.5,W. Sou. Central,Slightly Conservative
About Right,32,Male,30.1,Middle Atlantic,Slightly Liberal
Too Little,47,Female,37.700001,W. Sou. Central,Moderate
About Right,42,Female,47,South Atlantic,Conservative
About Right,54,Female,38.900002,E. Nor. Central,Moderate
Too Much,74,Female,62.5,W. Nor. Central,Extremely Conservative
Too Little,33,Female,32.400002,South Atlantic,Moderate
About Right,46,Male,27.700001,E. Nor. Central,Moderate
Too Little,46,Female,38.900002,E. Nor. Central,Slightly Conservative
About Right,33,Female,39,South Atlantic,Slightly Liberal
About Right,37,Female,29.5,Pacific,Slightly Liberal
About Right,22,Male,31.299999,Pacific,Slightly Liberal
About Right,33,Female,63.5,South Atlantic,Moderate
About Right,40,Female,62.5,New England,Liberal
About Right,36,Male,48.5,E. Nor. Central,Liberal
Too Little,35,Female,54.700001,Middle Atlantic,Moderate
About Right,29,Male,32.299999,E. Nor. Central,Liberal
Too Little,42,Female,43.700001,E. Nor. Central,Slightly Liberal
Too Little,55,Male,78.5,E. Sou. Central,Moderate
Too Little,24,Male,44.400002,E. Nor. Central,Liberal
Too Little,37,Female,38.799999,E. Nor. Central,Liberal
About Right,57,Female,62.5,Middle Atlantic,Moderate
Too Much,70,Female,63.5,E. Nor. Central,Conservative
About Right,87,Male,61.900002,E. Sou. Central,Liberal
About Right,34,Male,73.599998,New England,Conservative
Too Little,47,Male,29.200001,Pacific,Conservative
About Right,28,Male,40,Middle Atlantic,Liberal
About Right,82,Male,28.6,W. Sou. Central,Moderate
About Right,80,Male,29.5,South Atlantic,Conservative
About Right,32,Female,65.800003,Pacific,Slightly Liberal
Too Little,52,Female,38.400002,Middle Atlantic,Moderate
Too Much,23,Male,29.5,W. Sou. Central,Moderate
About Right,37,Female,38,E. Sou. Central,Moderate
Too Little,27,Female,34.400002,E. Nor. Central,Conservative
Too Little,59,Female,63.5,E. Nor. Central,Slightly Liberal
About Right,23,Female,33.099998,New England,Slightly Conservative
About Right,29,Male,29.299999,Pacific,Moderate
About Right,56,Male,63.200001,South Atlantic,Moderate
About Right,76,Female,53.700001,Pacific,Liberal
About Right,30,Male,80.300003,E. Nor. Central,Liberal
About Right,65,Male,45.200001,Middle Atlantic,Extremely Conservative
About Right,51,Male,60.599998,Pacific,Moderate
Too Little,62,Female,27.5,W. Sou. Central,Moderate
Too Little,21,Male,33.900002,E. Sou. Central,Liberal
Too Much,51,Male,37.299999,E. Nor. Central,Moderate
About Right,24,Male,28.6,Middle Atlantic,Moderate
About Right,48,Male,34.200001,South Atlantic,Moderate
Too Little,30,Male,38.900002,W. Sou. Central,Conservative
Too Little,43,Male,88.800003,E. Nor. Central,Slightly Liberal
About Right,53,Male,61.900002,E. Sou. Central,Conservative
About Right,58,Male,73.300003,W. Sou. Central,Conservative
About Right,41,Female,50.700001,Middle Atlantic,Moderate
Too Much,37,Female,32.400002,E. Nor. Central,Liberal
Too Little,35,Male,31.5,South Atlantic,Moderate
About Right,34,Male,63.200001,Mountain,Slightly Liberal
About Right,38,Male,45.799999,Middle Atlantic,Moderate
About Right,75,Female,37.700001,E. Nor. Central,Moderate
About Right,49,Female,63.5,Middle Atlantic,Moderate
Too Much,25,Female,29.5,Mountain,Liberal
About Right,21,Female,37.400002,E. Sou. Central,Slightly Conservative
Too Little,62,Female,45.400002,South Atlantic,Moderate
About Right,60,Male,63.5,Middle Atlantic,Moderate
Too Little,47,Male,86.599998,South Atlantic,Moderate
Too Little,30,Female,32.400002,South Atlantic,Extremely Liberal
About Right,41,Male,28.6,South Atlantic,Conservative
About Right,37,Male,80.300003,W. Nor. Central,Moderate
About Right,31,Male,38.099998,Middle Atlantic,Liberal
Too Much,48,Female,37.299999,E. Sou. Central,Extremely Conservative
Too Much,31,Male,38.099998,W. Sou. Central,Slightly Conservative
About Right,46,Female,73.300003,Pacific,Slightly Conservative
About Right,31,Male,33.099998,South Atlantic,Moderate
About Right,68,Male,86.5,Mountain,Moderate
About Right,55,Female,34.700001,Pacific,Liberal
About Right,44,Male,76.400002,Middle Atlantic,Liberal
About Right,43,Female,38.700001,Pacific,Liberal
Too Little,63,Male,29.200001,New England,Slightly Conservative
About Right,53,Male,33.099998,South Atlantic,Slightly Liberal
Too Little,50,Male,49.599998,South Atlantic,Moderate
Too Little,89,Male,37.299999,E. Sou. Central,Liberal
About Right,19,Female,38.900002,E. Nor. Central,Slightly Liberal
About Right,54,Female,53.299999,E. Sou. Central,Slightly Conservative
About Right,39,Male,31.4,Pacific,Moderate
Too Little,45,Female,38,E. Sou. Central,Conservative
About Right,43,Male,42.400002,E. Sou. Central,Conservative
Too Little,56,Female,63.5,E. Sou. Central,Moderate
Too Little,46,Male,73.900002,E. Sou. Central,Conservative
About Right,30,Male,63.5,E. Nor. Central,Moderate
Too Little,47,Male,38.200001,Pacific,Moderate
Too Little,54,Male,30.200001,South Atlantic,Slightly Liberal
About Right,45,Male,85.5,W. Nor. Central,Slightly Conservative
About Right,66,Female,62.099998,E. Nor. Central,Moderate
About Right,41,Male,38.799999,Mountain,Slightly Conservative
About Right,38,Female,66.099998,W. Nor. Central,Moderate
About Right,27,Male,34.200001,South Atlantic,Moderate
About Right,71,Male,62.200001,E. Nor. Central,Moderate
Too Much,50,Male,73.300003,South Atlantic,Slightly Conservative
Too Little,70,Female,38.400002,E. Nor. Central,Conservative
About Right,71,Male,49.299999,Mountain,Extremely Conservative
Too Little,35,Male,38.900002,Pacific,Slightly Conservative
Too Little,53,Male,76.300003,New England,Extremely Liberal
Too Little,82,Female,38.400002,Pacific,Conservative
Too Little,44,Male,31.5,New England,Moderate
Too Little,56,Male,82.699997,Pacific,Liberal
Too Little,89,Female,69.199997,Pacific,Moderate
Too Little,45,Female,54.900002,Pacific,Liberal
Too Little,79,Male,83.199997,W. Sou. Central,Slightly Conservative
Too Little,47,Female,22.6,New England,Slightly Conservative
Too Little,48,Female,63.200001,South Atlantic,Moderate
About Right,50,Female,26.4,Pacific,Moderate
Too Much,43,Female,80.900002,New England,Slightly Liberal
About Right,44,Female,50.700001,New England,Moderate
Too Little,33,Female,38.700001,Middle Atlantic,Slightly Conservative
Too Much,50,Male,29.4,South Atlantic,Liberal
Too Much,71,Female,57.099998,Middle Atlantic,Moderate
Too Little,50,Male,48.900002,E. Sou. Central,Moderate
Too Little,39,Female,69.699997,Middle Atlantic,Liberal
About Right,29,Female,55.099998,E. Nor. Central,Slightly Conservative
Too Little,74,Female,34.400002,W. Nor. Central,Liberal
About Right,27,Female,29.299999,W. Nor. Central,Moderate
About Right,27,Female,50.5,E. Nor. Central,Moderate
Too Little,49,Male,38.900002,W. Sou. Central,Moderate
Too Little,49,Female,22.5,W. Nor. Central,Slightly Liberal
About Right,31,Female,37.299999,W. Nor. Central,Liberal
Too Little,49,Male,45.400002,Pacific,Moderate
Too Little,31,Male,50.700001,E. Nor. Central,Moderate
Too Much,69,Male,48.5,South Atlantic,Moderate
About Right,30,Male,50.5,South Atlantic,Liberal
Too Little,58,Female,38.400002,E. Nor. Central,Liberal
Too Little,49,Female,63.5,Pacific,Slightly Liberal
Too Little,22,Male,28.6,Pacific,Extremely Liberal
Too Little,33,Male,97.199997,E. Nor. Central,Liberal
Too Much,49,Male,28.4,E. Nor. Central,Slightly Conservative
About Right,45,Male,35.099998,Pacific,Extremely Conservative
About Right,39,Male,36.5,Middle Atlantic,Conservative
Too Little,44,Female,38.5,Middle Atlantic,Moderate
Too Little,71,Female,38.400002,E. Nor. Central,Conservative
About Right,52,Male,45.799999,Mountain,Moderate
About Right,61,Female,36.900002,Middle Atlantic,Liberal
Too Much,36,Female,76.400002,Middle Atlantic,Slightly Liberal
About Right,36,Female,39.599998,Mountain,Conservative
Too Little,21,Male,34.799999,Pacific,Liberal
About Right,62,Female,62.5,Pacific,Moderate
About Right,68,Male,37.299999,Middle Atlantic,Conservative
Too Little,83,Female,38.400002,South Atlantic,Slightly Liberal
About Right,28,Male,63.5,New England,Moderate
Too Much,29,Male,47,Middle Atlantic,Conservative
Too Little,50,Female,81.300003,New England,Liberal
About Right,25,Male,39.400002,E. Nor. Central,Moderate
About Right,78,Male,45.900002,E. Nor. Central,Conservative
Too Little,43,Male,64.099998,New England,Slightly Conservative
About Right,58,Female,34.400002,W. Nor. Central,Slightly Conservative
Too Little,66,Male,31.4,South Atlantic,Liberal
About Right,46,Male,38.200001,E. Nor. Central,Moderate
About Right,63,Female,38.400002,E. Nor. Central,Slightly Conservative
About Right,24,Female,29.299999,Middle Atlantic,Conservative
Too Little,42,Female,75.199997,W. Sou. Central,Slightly Liberal
About Right,57,Female,28.4,Middle Atlantic,Conservative
Too Little,69,Male,49.599998,South Atlantic,Slightly Conservative
About Right,38,Male,28.4,Pacific,Moderate
About Right,89,Male,86.599998,South Atlantic,Moderate
Too Little,77,Female,50.700001,E. Sou. Central,Moderate
Too Little,38,Female,29,South Atlantic,Moderate
About Right,39,Female,37.299999,E. Nor. Central,Conservative
About Right,49,Female,73.300003,New England,Slightly Conservative
Too Little,41,Female,97.199997,E. Nor. Central,Slightly Conservative
Too Little,34,Male,35.099998,Pacific,Moderate
Too Much,59,Female,67,South Atlantic,Slightly Conservative
About Right,74,Male,33.099998,W. Nor. Central,Slightly Conservative
About Right,25,Female,40.200001,E. Nor. Central,Moderate
Too Little,20,Female,37.900002,Pacific,Moderate
About Right,74,Male,33.900002,Pacific,Moderate
About Right,69,Male,80.300003,Middle Atlantic,Moderate
Too Little,25,Male,50.700001,E. Sou. Central,Extremely Liberal
About Right,43,Female,66.099998,South Atlantic,Moderate
About Right,45,Female,61.900002,E. Sou. Central,Slightly Conservative
Too Little,39,Male,33.099998,Pacific,Slightly Conservative
Too Little,77,Male,50.700001,W. Nor. Central,Moderate
Too Little,39,Male,50.5,E. Nor. Central,Moderate
Too Much,47,Male,37.599998,South Atlantic,Conservative
About Right,32,Male,32.299999,E. Nor. Central,Conservative
About Right,41,Male,50.700001,Middle Atlantic,Slightly Conservative
About Right,44,Female,32.400002,Pacific,Moderate
Too Little,39,Female,29.200001,Pacific,Liberal
Too Little,48,Female,38.400002,Pacific,Liberal
About Right,37,Female,22.6,Pacific,Liberal
Too Much,34,Male,32.299999,E. Nor. Central,Moderate
About Right,19,Female,36.700001,E. Nor. Central,Slightly Liberal
About Right,77,Female,76.300003,South Atlantic,Moderate
Too Much,44,Male,63.5,South Atlantic,Moderate
About Right,42,Female,67,Pacific,Extremely Liberal
Too Little,59,Male,73.900002,South Atlantic,Conservative
About Right,53,Female,29.299999,W. Sou. Central,Moderate
About Right,85,Female,26.700001,E. Nor. Central,Conservative
Too Little,39,Female,50.5,Middle Atlantic,Moderate
Too Little,80,Male,64.099998,Middle Atlantic,Conservative
Too Much,73,Male,73.800003,Middle Atlantic,Slightly Liberal
Too Little,21,Male,28.6,Pacific,Conservative
About Right,38,Female,32.400002,South Atlantic,Moderate
Too Much,68,Female,29.299999,Middle Atlantic,Slightly Liberal
Too Little,35,Male,31.299999,South Atlantic,Moderate
About Right,40,Female,33.599998,South Atlantic,Liberal
About Right,50,Male,35.099998,Pacific,Conservative
About Right,22,Female,59.299999,South Atlantic,Conservative
Too Little,27,Male,35.099998,E. Nor. Central,Liberal
Too Little,71,Female,51.900002,Pacific,Moderate
About Right,51,Female,83.699997,South Atlantic,Moderate
About Right,48,Male,29.200001,E. Nor. Central,Moderate
About Right,41,Female,87.5,W. Nor. Central,Moderate
Too Little,42,Male,84,South Atlantic,Slightly Liberal
Too Little,41,Male,63.5,Mountain,Slightly Liberal
Too Little,67,Female,34.599998,Middle Atlantic,Slightly Liberal
About Right,25,Male,38.900002,E. Nor. Central,Liberal
Too Much,26,Male,34.200001,Middle Atlantic,Extremely Conservative
About Right,33,Female,33.099998,E. Nor. Central,Slightly Conservative
Too Little,72,Female,38.400002,South Atlantic,Slightly Conservative
Too Little,64,Male,86.5,South Atlantic,Moderate
Too Little,25,Female,78.5,South Atlantic,Slightly Conservative
About Right,45,Female,83.699997,South Atlantic,Slightly Conservative
Too Little,64,Female,73.199997,E. Nor. Central,Moderate
About Right,42,Male,61.900002,Mountain,Conservative
About Right,74,Male,50.5,W. Nor. Central,Moderate
Too Little,24,Male,28.6,E. Nor. Central,Liberal
About Right,27,Female,82.699997,W. Nor. Central,Liberal
About Right,55,Female,31.200001,South Atlantic,Liberal
Too Little,35,Male,63.5,W. Nor. Central,Moderate
About Right,79,Male,63.5,Pacific,Liberal
Too Little,51,Female,38.400002,W. Nor. Central,Moderate
Too Little,42,Male,76.300003,E. Nor. Central,Conservative
About Right,73,Male,32.799999,Pacific,Moderate
Too Little,20,Male,29.200001,Pacific,Moderate
Too Little,47,Male,31.5,Mountain,Slightly Conservative
About Right,71,Male,37.299999,W. Nor. Central,Moderate
Too Much,32,Male,27.700001,E. Nor. Central,Moderate
About Right,71,Female,33.099998,Middle Atlantic,Liberal
About Right,45,Female,22.5,E. Nor. Central,Moderate
About Right,61,Male,29.4,W. Nor. Central,Moderate
Too Little,89,Female,38,W. Sou. Central,Moderate
About Right,63,Male,35.400002,South Atlantic,Conservative
Too Little,25,Female,29.4,E. Nor. Central,Slightly Conservative
About Right,26,Female,38.400002,South Atlantic,Conservative
About Right,67,Male,80.900002,New England,Slightly Conservative
About Right,52,Male,38.200001,Pacific,Slightly Conservative
Too Much,23,Female,32.400002,W. Sou. Central,Liberal
About Right,61,Male,60.599998,E. Nor. Central,Extremely Liberal
Too Little,45,Female,51.900002,E. Nor. Central,Slightly Liberal
About Right,43,Male,63.5,Middle Atlantic,Liberal
About Right,20,Male,52.299999,W. Nor. Central,Extremely Liberal
Too Little,32,Female,66.099998,South Atlantic,Liberal
Too Little,40,Female,64.800003,W. Nor. Central,Liberal
About Right,55,Male,26.700001,E. Nor. Central,Liberal
About Right,53,Male,86,W. Sou. Central,Slightly Liberal
Too Little,40,Male,45.299999,W. Sou. Central,Slightly Conservative
Too Little,49,Female,28.4,Mountain,Slightly Liberal
Too Little,25,Male,50.700001,Middle Atlantic,Conservative
Too Little,34,Male,78.5,E. Nor. Central,Conservative
About Right,35,Female,38.900002,W. Sou. Central,Conservative
Too Little,30,Female,62.5,W. Nor. Central,Liberal
About Right,76,Male,31.5,Middle Atlantic,Moderate
About Right,70,Male,42.200001,E. Nor. Central,Moderate
Too Little,72,Male,31.5,Pacific,Slightly Conservative
Too Little,60,Female,80.300003,Mountain,Liberal
Too Little,34,Female,73.599998,Middle Atlantic,Moderate
Too Little,24,Female,25.200001,E. Sou. Central,Moderate
Too Much,78,Male,38.700001,Pacific,Liberal
Too Little,38,Male,53.900002,South Atlantic,Moderate
Too Little,53,Female,63.200001,E. Nor. Central,Slightly Conservative
Too Little,28,Male,62.099998,E. Nor. Central,Slightly Conservative
About Right,30,Male,28.4,W. Nor. Central,Conservative
Too Little,61,Female,32.299999,W. Nor. Central,Moderate
About Right,27,Male,32.299999,W. Sou. Central,Extremely Conservative
Too Little,34,Female,64.800003,South Atlantic,Liberal
Too Little,55,Male,28.6,South Atlantic,Liberal
Too Little,24,Male,86.5,South Atlantic,Moderate
About Right,61,Male,37.299999,E. Sou. Central,Extremely Conservative
Too Little,25,Female,37.700001,E. Nor. Central,Conservative
About Right,43,Female,27.299999,W. Nor. Central,Slightly Conservative
Too Much,42,Female,63.200001,Middle Atlantic,Slightly Conservative
Too Little,31,Male,69.699997,W. Nor. Central,Slightly Conservative
Too Little,33,Female,73.800003,Mountain,Moderate
Too Little,41,Male,34.200001,E. Nor. Central,Slightly Conservative
About Right,40,Male,49.599998,E. Nor. Central,Liberal
Too Much,52,Female,69.699997,South Atlantic,Moderate
About Right,60,Male,29.200001,E. Nor. Central,Slightly Conservative
Too Little,32,Female,80.300003,Middle Atlantic,Moderate
Too Little,43,Female,50.700001,E. Nor. Central,Moderate
About Right,48,Male,39.700001,Pacific,Liberal
Too Little,23,Male,62,South Atlantic,Moderate
Too Much,29,Female,43.700001,W. Sou. Central,Slightly Conservative
About Right,39,Female,38.400002,South Atlantic,Slightly Conservative
About Right,59,Female,73.199997,W. Nor. Central,Moderate
Too Little,51,Female,73.300003,South Atlantic,Slightly Conservative
About Right,49,Female,78.5,South Atlantic,Extremely Conservative
Too Much,67,Female,17.1,Middle Atlantic,Moderate
About Right,40,Male,34.200001,Middle Atlantic,Moderate
About Right,64,Female,17.6,South Atlantic,Liberal
Too Much,32,Female,37.700001,W. Nor. Central,Moderate
Too Little,21,Female,52.299999,W. Nor. Central,Liberal
About Right,25,Male,32.400002,E. Nor. Central,Moderate
Too Little,54,Male,79.900002,South Atlantic,Moderate
About Right,35,Male,49.599998,Middle Atlantic,Slightly Liberal
Too Little,49,Male,76.400002,South Atlantic,Slightly Conservative
About Right,43,Male,49.900002,E. Nor. Central,Moderate
About Right,79,Female,17.1,South Atlantic,Moderate
About Right,33,Male,38.099998,Pacific,Moderate
About Right,36,Female,38,Middle Atlantic,Moderate
Too Little,25,Female,29.299999,E. Nor. Central,Extremely Liberal
About Right,85,Female,58.299999,New England,Moderate
About Right,19,Male,33.099998,E. Sou. Central,Moderate
Too Little,62,Male,64.099998,Pacific,Moderate
About Right,37,Female,33.200001,E. Nor. Central,Conservative
Too Little,76,Female,63.5,Middle Atlantic,Moderate
Too Much,29,Female,33.099998,W. Sou. Central,Moderate
About Right,47,Female,50.700001,Pacific,Slightly Conservative
About Right,62,Male,50.5,Pacific,Slightly Liberal
About Right,25,Male,48.799999,New England,Moderate
About Right,59,Female,38.400002,W. Sou. Central,Conservative
About Right,19,Male,34.299999,Pacific,Liberal
About Right,30,Female,33.099998,South Atlantic,Conservative
